year,Country Type,Country/City,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",Education function expenditure (in IDR),Human Development Index,Monthly Per Capita Household Education Expenditure (in IDR),Net Enrollment Ratio: Junior Secondary (in %),Net Enrollment Ratio: Primary (in %),Net Enrollment Ratio: Senior Secondary (in %),Number of schools at junior secondary level,Number of schools at primary level,Number of schools at Senior Secondary level,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)","Number of Student: Primary Level (in number of people, 2009 data only)","Number of Student: Senior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Primary Level (in number of people, 2009 data only)","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",Total Specific Allocation Grant for Education (in IDR Billion)
1986,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Sukamara,0.0,0.0,0.0,9126782731.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
2004,Kab,Sukamara,0.0,0.0,0.0,15066457615.0,69.15236999999999,4364.0,63.05,94.81999999999991,38.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
2005,Kab,Sukamara,0.0,0.0,0.0,0.0,69.99902,6188.0,57.25,95.62,27.61,10.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
2006,Kab,Sukamara,0.0,0.0,0.0,26218835620.0,70.44964,9641.0,68.5699999999999,93.42,36.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39
2007,Kab,Sukamara,0.0,0.0,0.0,40829173729.0,70.64905999999999,4737.0,59.21,96.3,34.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199
2008,Kab,Sukamara,0.0,0.0,0.0,49650000000.0,70.9971,0.0,47.54,97.82,16.94,15.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.040999999999999
2009,Kab,Sukamara,69.15,62.413819999999994,67.775,71952187464.0,0.0,10244.0,52.07,94.48,37.2,0.0,0.0,0.0,499.0,4159.0,801.0,103.0,379.0,92.0,12.040999999999999
2010,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,13759.0,64.79,95.12,46.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Sukamara,0.0,0.0,0.0,68586866996.0,72.42,16630.0,67.72,89.42,52.52,14.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Sukamara,0.0,0.0,0.0,82950000000.0,0.0,19684.0,62.04,91.52,41.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Sukamara,0.0,0.0,0.0,0.0,73.24,22194.13,60.0261,96.514854,45.726681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,21936.07,75.53,95.77,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,73.7,97.8,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,64.58,99.39,38.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,4453.0,69.92,96.44,56.36,78.0,577.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,4891.0,82.8,96.29,19.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,5625.0,80.44,94.8,58.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,7377.0,76.25,97.8,54.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,9426.0,77.42,92.42,60.85,85.0,571.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Sukoharjo,0.0,0.0,0.0,113248351565.0,0.0,10304.0,76.31999999999991,96.55,54.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Sukoharjo,0.0,0.0,0.0,124857279101.0,0.0,10973.0,81.44,93.3,54.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Sukoharjo,0.0,0.0,0.0,163002669981.0,0.0,15331.0,81.06,93.41,56.57,78.0,552.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
2004,Kab,Sukoharjo,0.0,0.0,0.0,164727018340.0,70.71351,16571.0,76.14,95.05,57.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
2005,Kab,Sukoharjo,0.0,0.0,0.0,163318247233.0,71.21137,15809.0,78.75,94.55,63.1,73.0,545.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44
2006,Kab,Sukoharjo,0.0,0.0,0.0,203047674361.0,71.72291,18368.0,85.9,94.06999999999991,69.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47
2007,Kab,Sukoharjo,0.0,0.0,0.0,274097036501.0,72.45661,14832.0,76.63,93.88,70.45999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.790999999999999
2008,Kab,Sukoharjo,0.0,0.0,0.0,323300000000.0,73.00686999999999,0.0,70.39,91.99,67.59,36.0,409.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,20.568
2009,Kab,Sukoharjo,0.0,70.75469,70.59904,396208313000.0,0.0,31217.0,74.8,98.5,66.22,0.0,0.0,0.0,7584.0,74029.0,846.0,1921.0,3346.0,1441.0,35.948
2010,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,37141.0,78.58,99.38,59.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Sukoharjo,0.0,0.0,0.0,507801808834.0,73.97,37616.0,78.34,90.54,60.79,79.0,549.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Sukoharjo,0.0,0.0,0.0,617600000000.0,0.0,49327.0,78.01,95.62,54.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Sukoharjo,0.0,0.0,0.0,0.0,74.91,43242.04,78.302017,98.77516899999999,69.071281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,59730.1,79.17,99.3,75.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,83.68,100.0,69.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,86.73,97.71,68.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Sukoharjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1099.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,1069.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Prop.,Sulawesi Barat,0.0,0.0,0.0,754042077.0,65.72,0.0,0.0,0.0,0.0,189.0,1096.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Prop.,Sulawesi Barat,0.0,0.0,0.0,9790246938.0,67.06,5748.0,55.19,91.67,32.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Prop.,Sulawesi Barat,0.0,0.0,0.0,15800298829.0,67.72,5603.0,52.21,92.17,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Prop.,Sulawesi Barat,0.0,0.0,0.0,16080000000.0,68.55,0.0,52.55,92.75,33.17,213.0,1001.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Prop.,Sulawesi Barat,0.0,0.0,0.0,32816776967.0,69.18,19508.0,53.3,92.77,33.38,0.0,0.0,0.0,15994.0,177886.0,8939.0,2859.0,11849.0,2021.0,0.0
2010,Prop.,Sulawesi Barat,0.0,0.0,0.0,36456957549.0,69.64,16804.0,54.24,93.94,34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Prop.,Sulawesi Barat,0.0,0.0,0.0,40967284257.0,70.11,19331.0,60.34,89.34999999999991,46.82,366.0,1397.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Prop.,Sulawesi Barat,0.0,0.0,0.0,45920000000.0,70.73,20066.0,60.89,91.31,43.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,71.41,22566.6,61.151161,93.472031,51.077309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,19527.21,68.37,94.97,56.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,68.93,95.29,56.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,69.11,95.41,57.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Prop.,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,66.0,1749.0,45.27,86.14,30.32,1058.0,7223.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,2069.0,50.23,87.4,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,2892.0,48.45,86.96,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,63.6,2810.0,50.6,89.17,34.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Prop.,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,3761.0,52.37,88.58,35.02,1192.0,6786.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Prop.,Sulawesi Selatan,0.0,0.0,0.0,33863610652.0,0.0,4224.0,52.96,88.76,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Prop.,Sulawesi Selatan,0.0,0.0,0.0,47531025032.0,65.3,4854.0,53.32,89.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Prop.,Sulawesi Selatan,0.0,0.0,0.0,40485302977.0,0.0,6670.0,54.04,89.20999999999991,37.18,1176.0,6679.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
