year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2003,Kab,Alor,11342766073.0,30340082151.0,3312846360.0,51966784288.0,2934549130.0,62938562379.0,53338868106.0,13372013897.0,114502.0,0.0,3989062500.0,82631154764.0,0.0,0.0,1624053505.0,170299167521.0,0.0,1993982989.0
2004,Kab,Alor,11278459503.0,40467503803.0,4488954567.0,57044219601.0,1630408631.0,75949275052.0,60261260655.0,12858930261.0,111329.0,0.0,6847862210.0,90436242407.0,0.0,0.0,1861311492.0,198012869075.0,0.0,2353029845.0
2005,Kab,Alor,11354084792.0,57535653712.0,3713825125.0,58158402184.0,1350606630.0,66633173115.0,49554293507.0,12810485650.0,132987.0,0.0,8624534307.0,93291125081.0,0.0,0.0,931739706.0,209005606607.0,0.0,1940831459.0
2006,Kab,Alor,20207946710.0,64069485654.0,6063134217.0,68101724229.0,2039067750.0,107633412502.0,74246463993.0,24217749041.0,180324.0,0.0,20349880139.0,113260549270.0,0.0,0.0,2402883118.0,271926379056.0,0.0,2705007230.0
2007,Kab,Alor,22101860674.0,96699270773.0,7444658914.0,83620549912.0,4025188098.0,115796811463.0,65554152223.0,28901051105.0,187607.0,0.0,22642872486.0,144487656314.0,3582013969.0,0.0,2977629691.0,329383951796.0,0.0,2314189950.0
2008,Kab,Alor,21489572855.6,102022143264.0,4496862054.02,93166234328.72,3830962812.73,135213170699.96,54914893797.0,32712924756.99,0.0,458490171.68,32267246351.0,189106005542.0,3488709080.58,0.0,5005712848.31,376406131079.0,0.0,2745231151.42
2009,Kab,Alor,26494516550.0,109181795270.0,5942000429.0,123107454123.0,4222111976.0,119102298371.0,81235793774.0,33822960867.0,334150.0,1081424800.0,33764178178.0,205941912049.0,3621430750.0,0.0,5464594968.0,430123679271.0,0.0,3011279379.0
2010,Kab,Alor,28241018124.0,35473122932.0,5653743582.0,126457317045.0,6981120655.0,141127158101.0,81162613418.0,36353959996.0,317310.0,609143000.0,35297168347.0,242779442904.0,4355774021.0,0.0,5585702434.0,394712347601.0,0.0,4002543148.0
2011,Kab,Alor,26079348780.0,71726208971.0,6774565456.0,170708812166.0,6890205492.0,160602910809.0,104853198765.0,54741140956.0,321145.0,1235642000.0,40919884186.0,271200037110.0,6372045840.0,0.0,6045876758.0,488699329032.0,0.0,5383277821.0
2012,Kab,Alor,33121473493.0,99057607922.0,12654386478.0,205299912616.0,15997249571.0,167638363426.0,134019000000.0,62000066054.0,340327.0,1704395691.0,30512392078.0,309417000000.0,7827553836.0,0.0,7637725032.0,573006000000.0,0.0,7859302469.0
2001,Kota,Ambon,1712712896.0,10206749650.0,3369651119.0,90318259992.0,221343000.0,30226149971.0,22295094981.0,5190304695.0,195933.0,5727037587.0,599358200.0,110941492079.0,0.0,0.0,24875000.0,144042694910.0,0.0,0.0
2002,Kota,Ambon,3337804623.0,9193962383.0,2827448874.0,88738314856.0,1420304000.0,39409270479.0,29276773272.0,6356160600.0,0.0,5514410206.0,5377471417.0,110758021130.0,10000000.0,0.0,654506839.0,154606228202.0,0.0,0.0
2003,Kota,Ambon,6181456982.0,54122295741.0,2851098227.0,110717652323.0,4748437735.0,57620924692.0,28672844674.0,11541425507.0,230558.0,0.0,6747054300.0,144836242332.0,0.0,0.0,1215641864.0,234378437047.0,0.0,425401419.0
2004,Kota,Ambon,6669805230.0,53834917873.0,3125424661.0,118633808487.0,3421575825.0,68348762433.0,33010039340.0,14400085808.0,259879.0,0.0,9376903787.0,156785964431.0,0.0,0.0,1064383505.0,253007825430.0,0.0,607948503.0
2005,Kota,Ambon,7762498732.0,27314334935.0,3414418639.0,126324734308.0,5655607163.0,65247151608.0,41080084180.0,12467675141.0,266364.0,0.0,9829626697.0,162726144390.0,0.0,0.0,1221015676.0,240950190202.0,0.0,1051748280.0
2006,Kota,Ambon,12004765521.0,71990608093.0,4393059036.0,150975951262.0,0.0,96867331370.0,70330393184.0,21374725097.0,384437.0,0.0,20527370154.0,187244038012.0,0.0,0.0,1493803972.0,350092409443.0,0.0,1660942622.0
2008,Kota,Ambon,17420558512.79,145259090104.0,7803720883.25,189507664501.29,0.0,142876471796.84,75953477503.0,34702256905.22,0.0,2739628917.67,17577122465.0,303567383802.0,4388928417.89,0.0,23447124986.04,540571715867.0,0.0,1861121602.9
2010,Kota,Ambon,10378932935.0,69215269438.0,5975811862.0,293975061125.0,17074848370.0,94902989827.0,41152997910.0,25989079189.0,698358.0,1509274328.0,13957694659.0,389864923867.0,4880524029.0,0.0,1939849315.0,514190885874.0,0.0,1511214115.0
2011,Kota,Ambon,12139013247.0,97459833541.0,7864686826.0,360578265732.0,17132676665.0,143132859364.0,72765766370.0,33619726965.0,794777.0,1705238855.0,37506295014.0,451752956157.0,5786711158.0,0.0,2412961153.0,659484851082.0,0.0,1884029245.0
2012,Kota,Ambon,15584360588.0,111311000000.0,10674410437.0,415180016871.0,28485832292.0,156681113223.0,92128533922.0,48955275355.0,916160.0,7992146208.0,18430466078.0,534338000000.0,9402670335.0,0.0,2837741922.0,756208000000.0,0.0,3832886315.0
2001,Kab,Asahan,6633404224.0,39455590704.0,4067179941.0,133279975830.0,749063960.0,64103576639.0,43608781972.0,16758222168.0,125570.0,4152431650.0,17258828850.0,165503577829.0,381349100.0,1077187500.0,612984543.0,265826779355.0,0.0,1631220996.0
2002,Kab,Asahan,11496152270.0,59185051266.0,3929324353.0,141451291431.0,817634122.0,75391414896.0,56284990553.0,17432703604.0,156105.0,3287942282.0,19879004073.0,176627178159.0,747540260.0,1797476258.0,394988400.0,311976224051.0,0.0,974934083.0
2003,Kab,Asahan,11227288947.0,70501807571.0,6337136513.0,169988035807.0,1473936920.0,86864750852.0,62836959026.0,20165360337.0,165020.0,6632722749.0,24647680988.0,208181573673.0,705998750.0,1783360000.0,274688075.0,366168021258.0,0.0,583987266.0
2004,Kab,Asahan,12211914204.0,76211083709.0,4852754317.0,181035121832.0,1939746321.0,119311394780.0,47157943100.0,23532797137.0,180830.0,0.0,23081706395.0,251414401606.0,0.0,0.0,0.0,397865134810.0,0.0,0.0
2005,Kab,Asahan,16112219529.0,64159833963.0,5711332025.0,175555015082.0,873931160.0,105922225932.0,42194456990.0,22114876492.0,204038.0,0.0,34155812141.0,250055475107.0,0.0,0.0,0.0,390565578201.0,0.0,0.0
2006,Kab,Asahan,0.0,134811202185.0,0.0,0.0,0.0,536446978885.0,75586805419.0,0.0,242660.0,0.0,33748113115.0,292300858166.0,0.0,0.0,0.0,536446978885.0,0.0,0.0
2008,Kab,Asahan,38892384873.52,191701607089.0,9882227673.61,217567773233.53,3975109967.21,181880967550.03,99191967537.0,69211529878.01,0.0,0.0,56907956855.0,325319798933.0,7746867294.39,0.0,4620161270.27,855192891245.0,0.0,0.0
2009,Kab,Asahan,31406385799.59,157035453761.0,9960778825.17,284464464580.31,2648808560.04,193426531494.93,91074091916.3,53180626531.65,435065.0,0.0,103021100661.0,403240146512.4,9049232734.39,0.0,3593921721.0,754370792851.0,0.0,0.0
2010,Kab,Asahan,0.0,98005397595.0,5659379456.0,87990259398.0,3109278431.0,60483767637.0,91599107223.0,17938104683.0,388586.0,46185624.0,66388990564.0,460237515532.0,5443115167.0,0.0,4012632353.0,716231010914.0,0.0,0.0
2011,Kab,Asahan,34958458659.0,179238413813.0,22089506797.0,405514353385.0,2880001004.0,216538870840.0,109696307906.0,71844992208.0,529682.0,367467000.0,87195701714.0,516444047024.0,10561574349.0,0.0,13768259321.0,892574470458.0,0.0,0.0
2012,Kab,Asahan,56384319127.0,259227000000.0,27138610055.0,388754962898.0,4956969483.0,237636698483.0,104234000000.0,73872052546.0,565385.0,355601533.0,96776000000.0,577393000000.0,11893344291.0,0.0,14339540668.0,1037630000000.0,0.0,0.0
2006,Kab,Asmat,0.0,0.0,0.0,0.0,0.0,5642894000.0,0.0,0.0,247871.0,0.0,5642894000.0,0.0,0.0,0.0,0.0,5642894000.0,0.0,0.0
2010,Kab,Asmat,59550547115.0,161811123245.0,21648816584.0,98987378565.0,6359165720.0,308620896039.0,217553201032.0,54479483804.0,401881.0,4018928000.0,83207280962.0,194195687802.0,7610398995.0,0.0,11740421247.0,656767293041.0,0.0,7200060298.0
2011,Kab,Asmat,59885706299.0,160750080866.0,24793831301.0,103353653388.0,10457585259.0,350210651031.0,245043996547.0,80911144461.0,353887.0,10546125000.0,87860126827.0,241738512546.0,8625446602.0,0.0,11008982388.0,735392716786.0,0.0,8426702177.0
2012,Kab,Asmat,85668597823.0,192860000000.0,36671664871.0,128447964436.0,9896533957.0,408457989938.0,332901000000.0,83722612172.0,446083.0,12371612179.0,98353000000.0,279422000000.0,11627622028.0,0.0,15246992668.0,903536000000.0,0.0,12439212419.0
2001,Kab,Badung,15877283203.0,120289895707.0,22875135494.0,94121048109.0,14312791714.0,160668029011.0,158143695142.0,25884279113.0,234587.0,17504088260.0,77245030756.0,154006534631.0,1788508323.0,743368000.0,2594716613.0,509685156236.0,0.0,82827022092.0
2002,Kab,Badung,7915610780.0,0.0,5094347404.0,75886120886.0,946716273.0,61871473322.0,0.0,7908753401.0,281113.0,0.0,0.0,175496667357.0,967456438.0,0.0,1193633725.0,175496667357.0,0.0,3790580359.0
2003,Kab,Badung,13795345207.0,96186094238.0,7934887508.0,112884347249.0,13830299407.0,240056668345.0,89644172739.0,26350855078.0,275368.0,5413464985.0,68589019356.0,202060062379.0,0.0,0.0,2726719601.0,456479348712.0,0.0,3713464284.0
2004,Kab,Badung,17673926217.0,108290527090.0,9757195520.0,122157394828.0,14973861946.0,321313279686.0,75149664489.0,24366674678.0,319348.0,5867148536.0,121750641656.0,244642877038.0,0.0,0.0,3741114383.0,549833710273.0,0.0,4355640568.0
2005,Kab,Badung,15517508608.0,109073586059.0,15552044510.0,137898449192.0,19525537483.0,391219288604.0,288826808162.0,35477660107.0,445752.0,8310923433.0,20400000.0,302460926967.0,0.0,0.0,4083405869.0,700381721188.0,0.0,7088484030.0
2006,Kab,Badung,27154171201.0,103343059631.0,12958308242.0,163179593128.0,20959160212.0,297038640006.0,114487436861.0,45130184771.0,427391.0,6896357017.0,120027989584.0,302067355542.0,0.0,0.0,4207124591.0,639925841618.0,0.0,9255969173.0
2007,Kab,Badung,33770659290.0,210890481551.0,15263067059.0,214970491793.0,21940506608.0,306607526085.0,158447670911.0,55262397579.0,444512.0,7616282237.0,136772450015.0,363152742916.0,10932246241.0,0.0,6138213104.0,869263345393.0,0.0,18335840940.0
2008,Kab,Badung,43847028128.44,258401732825.0,13808640212.0,214999835381.78,25465077588.17,285756941863.13,159765940682.0,58299631599.08,0.0,9131483650.57,189827012596.0,466688552455.0,11472984086.34,0.0,3927450282.03,1341362684117.0,0.0,19882692518.64
2009,Kab,Badung,32533719161.0,442632019775.0,9514179744.0,335941510875.0,37651567657.0,484915128288.55,191332926201.0,97682174790.0,707386.0,23164084241.0,319564303169.0,545031403655.3,21560645771.0,0.0,12024943061.0,1498560652800.0,0.0,26096658614.0
2010,Kab,Badung,31159418970.0,176302823279.0,9161335294.0,332111673233.0,49011230010.0,561394437402.0,203008445176.0,86405811366.0,813561.0,29561982427.0,337310605223.0,602436477265.0,22885020523.0,0.0,11569449397.0,1319058350943.0,0.0,26569918141.0
2011,Kab,Badung,0.0,199704213673.0,0.0,0.0,0.0,0.0,261507743379.0,0.0,1016724.0,0.0,401389180827.0,709609349738.0,0.0,0.0,0.0,1572210487617.0,0.0,0.0
2012,Kab,Badung,56319968905.0,627706000000.0,13971744222.0,511669471636.0,93032949510.0,885148261780.0,374396000000.0,209395001292.0,1211683.0,78552661492.0,501088000000.0,830887000000.0,40752095951.0,0.0,19003163050.0,2334077000000.0,0.0,46181188936.0
2004,Kab,Balangan,2950964095.0,19514564684.0,10697874582.0,26946968399.0,0.0,33917229976.0,13136098428.0,3488229065.0,0.0,0.0,7598045000.0,37752558005.0,0.0,0.0,0.0,78001266117.0,0.0,0.0
2005,Kab,Balangan,5134709063.0,40261193338.0,22432303366.0,32931415306.0,0.0,53509676404.0,23351061307.0,7172240827.0,186720.0,0.0,11955625000.0,45612465321.0,0.0,0.0,0.0,121180344966.0,0.0,0.0
2006,Kab,Balangan,12465206335.0,100148977534.0,2676400013.0,46163421717.0,1368783470.0,89934053374.0,37361492761.0,16550307103.0,215798.0,0.0,21871089028.0,62061856946.0,0.0,0.0,332261448.0,221443416269.0,0.0,301048960.0
2007,Kab,Balangan,12004062553.0,117778902094.0,2391363116.0,61504426812.0,5356754318.0,95964398207.0,37148475344.0,23993479304.0,251029.0,313678100.0,26970932278.0,81427897242.0,1917561640.0,0.0,1028458401.0,263326206958.0,0.0,104661000.0
2008,Kab,Balangan,13809161705.99,168785545391.0,4334523652.48,67434576487.81,6873479616.62,136148647399.19,47862658548.0,28574503480.38,0.0,299335338.51,25163489528.0,105269458480.0,3143908808.32,0.0,1799054675.25,482347102513.0,0.0,377247930.97
2009,Kab,Balangan,16812273608.0,280740040562.0,5213433943.0,111486664444.0,3805946585.0,135327498904.0,61087446998.0,26344536811.0,422407.0,0.0,34433154596.0,135365739460.0,3081863473.0,0.0,1869302771.0,511626381616.0,0.0,518349000.0
2010,Kab,Balangan,27029772329.0,262454565458.0,5972671056.0,126675153139.0,7680601425.0,145787272599.0,105810339321.0,42643579149.0,463742.0,0.0,52886870800.0,226230603887.0,4797838777.0,0.0,4050459234.0,647382379466.0,0.0,312277000.0
2011,Kab,Balangan,0.0,186179195783.0,0.0,0.0,0.0,0.0,112475148200.0,0.0,765079.0,0.0,26622171321.0,199531703372.0,0.0,0.0,0.0,524808218676.0,0.0,0.0
2012,Kab,Balangan,30508968474.0,239569000000.0,7141869568.0,175596380371.0,9743237037.0,126785452111.0,118932000000.0,50367902021.0,786806.0,0.0,21474000000.0,231454000000.0,5178328101.0,0.0,7912176640.0,611429000000.0,0.0,683553954.0
2001,Prop.,Bali,26684706722.0,82220410608.0,23000698278.0,10835321444.0,8084558506.0,379614389712.0,133660826235.0,13125033709.0,218584.72,7279255628.0,209167174320.0,143712412775.0,16088156591.0,4143585685.0,3368950303.0,568760823939.0,20190208.0,23670664704.0
2002,Prop.,Bali,40243465643.0,116383909112.0,59912440641.0,41723973859.0,26740890048.0,403440503141.0,183848729876.0,32605921108.0,268639.47,14436506013.0,290638479662.0,149209618656.0,14412728820.0,5533446425.0,7789956420.0,740080737306.0,23856438.0,20799710704.0
2003,Prop.,Bali,40521331774.0,65286474591.0,19588044856.0,46668946740.0,2755708795.0,381544926934.0,123181085023.0,32763981830.0,293302.66,0.0,221102203450.0,201215274552.0,0.0,0.0,5910193281.0,610785037616.0,26167942.0,8872743548.0
2004,Prop.,Bali,44705688581.0,67436216106.0,22541546058.0,51952998315.0,3094630129.0,419060911681.0,136646442735.0,31608479340.0,321882.91,0.0,223895547820.0,236656038154.0,0.0,0.0,6510349436.0,664634244815.0,28986596.0,9046076074.0
2005,Prop.,Bali,53028665570.0,74551030236.0,26094432040.0,53732344202.0,4030352085.0,576857370816.0,206195972638.0,37491502090.0,402421.91,0.0,332240408059.0,228190567649.0,0.0,0.0,6746322843.0,841177978582.0,33946468.0,0.0
2006,Prop.,Bali,62922322813.0,121873310579.0,37491520992.0,69801728726.0,5757249607.0,806589049505.0,296452687365.0,42641256843.0,399180.06,0.0,514417703295.0,282730402213.0,0.0,0.0,8547970780.0,1215474103452.0,37388484.0,12113571654.0
2008,Prop.,Bali,75900738896.44,122800730505.0,47053109837.21,60653524143.87,7350345282.79,967950908250.13,277895426201.0,67973183272.92,429020.91,0.0,647339407666.0,417947522935.0,10688956093.89,0.0,15313609752.2,1597721761756.0,49923000.0,46761603214.45
2009,Prop.,Bali,89853377666.0,207042341798.0,58269561373.0,113199379028.0,9942115200.0,1008820108849.0,277133207609.0,106975537070.0,491287.02,2605963600.0,858884348615.0,502691214946.0,38023944581.0,0.0,22890936718.0,1845751112968.0,57579000.0,55332042812.0
2010,Prop.,Bali,86443260950.0,201468101538.0,45870283941.0,114060431259.0,14021937869.0,1357307411909.0,269734073693.0,98091220093.0,623246.61,2202341706.0,1030978403884.0,483669477763.0,17372464137.0,0.0,40688135012.0,1985850056878.0,64567000.0,34478218206.0
2011,Prop.,Bali,32678063183.0,227119793044.0,32212120903.0,190904819716.0,16894365651.0,219325099221.0,509304626804.0,131076046974.0,760449.0,8426396885.0,1275232158855.0,553144915392.0,15014271271.0,0.0,59638120392.0,2564801494096.0,73480000.0,47731004750.0
2012,Prop.,Bali,149132722787.0,343634000000.0,89016046427.0,213964453368.0,30545393611.0,2070728946975.0,748606000000.0,436977216205.0,911723.0,10511415324.0,1848804000000.0,621687000000.0,76262226314.0,0.0,75119485234.0,3562731000000.0,0.0,85957066527.0
2001,Kota,Balikpapan,1490080152.0,57022811530.0,13470373599.0,45453161176.0,7922434886.0,197080103032.0,64678969469.0,7706371497.0,302369.0,34857647350.0,131261201071.0,93369985421.0,8999312970.0,1510000000.0,179320000.0,346332967490.0,0.0,617898152.0
2002,Kota,Balikpapan,2922750386.0,119408656504.0,12081760130.0,77612888791.0,21265810822.0,225284078246.0,122717599661.0,9025706101.0,315022.0,50676864455.0,111042908607.0,144093583976.0,24005842650.0,1938600000.0,11313138300.0,497262748748.0,0.0,1019344998.0
2003,Kota,Balikpapan,3576789216.0,123917227603.0,19738323881.0,93000527328.0,21303756594.0,229098166637.0,120421192619.0,12503873355.0,339201.0,46245317181.0,143301235488.0,151934513001.0,16963507083.0,3195000000.0,10518933665.0,539574168710.0,0.0,3856334107.0
2004,Kota,Balikpapan,5300373987.0,157305208793.0,6534883638.0,84991622009.0,15529548899.0,322355491778.0,117133891178.0,15351047945.0,430205.0,2869552785.0,158653594380.0,154073706521.0,0.0,0.0,0.0,587166400871.0,0.0,1062187325.0
2005,Kota,Balikpapan,4680044581.0,100986711437.0,7655653270.0,83171786527.0,16192148862.0,318547027120.0,127585504758.0,13633272237.0,482335.0,2845725992.0,139109684658.0,162397872822.0,0.0,0.0,3132130895.0,530079773675.0,0.0,938642650.0
2006,Kota,Balikpapan,9252793334.0,241225009023.0,12918469226.0,117205166664.0,25040706833.0,473400795082.0,195928831811.0,22585428118.0,620015.0,3957439002.0,202808613059.0,223071673130.0,0.0,0.0,4656943459.0,863034127023.0,0.0,1529902113.0
2007,Kota,Balikpapan,26447129195.0,448553425017.0,43029484008.0,201453966615.0,46141844356.0,514628705912.0,234179369986.0,47409530757.0,572506.0,6162016345.0,200499246381.0,274223273540.0,8438398495.0,0.0,1731471070.0,1157455314924.0,0.0,5689679597.0
2008,Kota,Balikpapan,20410985716.08,422331312585.0,22717968381.64,245015654723.46,54440961853.57,535579404596.09,323633814106.0,62271532012.45,0.0,8267712181.25,226970559022.0,355907641434.0,9894799293.82,0.0,0.0,1648865992812.0,0.0,4277441390.85
2009,Kota,Balikpapan,22563219175.0,837568668628.5,31652681743.0,434239354273.4,101407147106.0,612665919893.0,382101076181.0,109772864175.0,773517.0,15931570532.0,195056308703.0,400242340856.2,22295504808.0,0.0,0.0,1814968394369.0,0.0,9992601100.0
2010,Kota,Balikpapan,0.0,263753854540.0,0.0,0.0,0.0,0.0,417324368722.0,0.0,848416.0,0.0,218405348456.0,477853813333.0,0.0,0.0,0.0,1377337385051.0,0.0,0.0
2011,Kota,Balikpapan,0.0,319918991994.0,0.0,0.0,0.0,0.0,437234951742.0,0.0,1123791.0,0.0,218601582059.0,551784226985.0,0.0,0.0,0.0,1527539752780.0,0.0,0.0
2012,Kota,Balikpapan,21953133143.0,478328000000.0,35516680824.0,431687143442.0,157907267264.0,501385654847.0,401358000000.0,158407086689.0,1281446.0,43850437535.0,138489000000.0,653675000000.0,22082259628.0,0.0,1801715799.0,1671850000000.0,0.0,11582657808.0
2001,Kota,Banda Aceh,355912400.0,34183265784.0,2410275700.0,5156478747.0,9329753408.0,124614086414.0,30617930599.0,1853035050.0,0.0,8318625955.0,10992199276.0,94424079463.0,159963389.0,380495000.0,0.0,170217475122.0,0.0,169501750.0
2002,Kota,Banda Aceh,2385584610.0,37064610590.0,14474866633.0,94321656412.0,7526637203.0,54075838121.0,41670901653.0,8931833195.0,0.0,2116796464.0,20843373426.0,108518609030.0,296850000.0,318199000.0,2170718918.0,208097494699.0,0.0,523298718.0
2003,Kota,Banda Aceh,2310777931.0,35475008971.0,5086689777.0,105284178629.0,4771570843.0,65248306887.0,46960918705.0,15636514830.0,284829.0,1441993441.0,7323456365.0,133270884902.0,0.0,0.0,0.0,223030268943.0,0.0,701074616.0
2004,Kota,Banda Aceh,3276737635.0,30374181559.0,6067146614.0,104864228502.0,5482811980.0,65458121188.0,37543070728.0,11962320483.0,290382.0,1591434374.0,505065000.0,147029936145.0,0.0,0.0,0.0,215452253432.0,0.0,1030298709.0
2005,Kota,Banda Aceh,3390453584.0,35338076499.0,4182369930.0,117578374285.0,6186066704.0,84525542516.0,49605255630.0,11534859806.0,0.0,1737129634.0,9474411517.0,156573201662.0,0.0,0.0,3374783988.0,250990945308.0,0.0,967612760.0
2006,Kota,Banda Aceh,6215220061.0,85187781168.0,6187903656.0,130641383781.0,11849290143.0,155695337854.0,91974742951.0,18398177369.0,669236.0,1776469044.0,22233716270.0,175140334497.0,0.0,0.0,8828603620.0,374536574886.0,0.0,1372527020.0
2008,Kota,Banda Aceh,10495210497.02,103506208537.0,9942694819.98,167775889289.14,19139552481.8,191564182109.43,52410261231.0,33069930598.8,0.0,5982134129.44,20336840096.0,301955746372.0,6433638750.56,0.0,0.0,533226140938.0,0.0,2120338613.15
2010,Kota,Banda Aceh,7061387001.0,67769464363.0,28873384840.0,248983991000.0,30073753705.0,128853966531.0,96905367311.0,40086458704.0,1000648.0,4422888599.0,26973078915.0,392624843220.0,9430570003.0,0.0,7045756977.0,584272753809.0,0.0,5215003224.0
