year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2010,Kab,Lebong,19305278638.0,86925458114.0,4770160852.0,92779321986.0,4095587148.0,123671246067.0,71325269511.0,19509139619.0,399748.0,260634400.0,22689297400.0,148255816924.0,5084448230.0,0.0,3760147281.0,329195841949.0,0.0,2392424508.0
2011,Kab,Lebong,37919971848.0,93852512960.0,5826426648.0,96748224432.0,2441292588.0,123001874297.0,86630569625.0,23195850983.0,496337.0,153333500.0,13156640600.0,169304432242.0,6502162934.0,0.0,3120436062.0,362944155427.0,0.0,2544274278.0
2012,Kab,Lebong,31734682955.0,96833451572.0,8304185430.0,120620806848.0,6261862990.0,124377272787.0,78809650776.0,28507660771.0,545118.0,0.0,15194897652.0,200996000000.0,5590134196.0,0.0,4697248014.0,391834000000.0,0.0,1770327891.0
2001,Kab,Lembata,4316492919.0,16127386407.0,4408849578.0,19262483971.0,772016250.0,28310377830.0,16377839890.0,5168857156.0,78978.0,3793713890.0,8921792740.0,33571202803.0,300705000.0,200000000.0,1040600000.0,74998221840.0,0.0,75000000.0
2002,Kab,Lembata,7764008878.0,42649005945.0,4647843686.0,24110744527.0,2058721347.0,35441205425.0,24967553466.0,5627888718.0,104971.0,6824156710.0,15010818880.0,41808901838.0,618030000.0,657500000.0,1062206712.0,124436280129.0,0.0,228870000.0
2005,Kab,Lembata,11139808464.0,40640343273.0,5312934366.0,38380934541.0,922727742.0,53631413278.0,48268860391.0,16806891526.0,142096.0,0.0,12315135622.0,61830942274.0,0.0,0.0,1582628504.0,163055281560.0,0.0,0.0
2006,Kab,Lembata,14296019958.0,37982492585.0,8319483562.0,45407382851.0,1571041957.0,81935607088.0,56995598277.0,21180634863.0,180898.0,0.0,31867640650.0,74942037096.0,0.0,0.0,1743576842.0,201787768608.0,0.0,0.0
2007,Kab,Lembata,16613942476.0,45702216703.0,7778318462.0,59782635853.0,2530721586.0,85708929588.0,64631458611.0,30560347003.0,204222.0,0.0,18681423805.0,103603058121.0,1698136071.0,0.0,2221631991.0,232618157240.0,0.0,0.0
2008,Kab,Lembata,22222955683.87,78580642465.0,13198425764.89,74892939366.59,2234824936.24,117458314968.03,92199976413.0,37915482860.93,0.0,0.0,21210340853.0,126182726279.0,3225405068.46,0.0,1737372866.01,359292484026.0,0.0,0.0
2009,Kab,Lembata,21204538811.79,112494455919.44,12298096002.5,84149015499.37,2751055432.76,119404473428.14,68077457990.0,38472647764.49,287761.0,0.0,45579222017.6,146256107658.0,3206127681.48,0.0,2923864667.45,372407243585.0,0.0,2130605972.5
2010,Kab,Lembata,21010918780.0,52693439239.0,9334852059.0,92012068947.0,2905913745.0,112125364630.0,58048752149.0,43646344929.0,354536.0,0.0,30863928810.0,174768282537.0,2276862009.0,0.0,5879839455.0,316374402735.0,0.0,2222227659.0
2011,Kab,Lembata,22616461871.0,67863888628.0,11100839125.0,120720700832.0,3381288343.0,133956930334.0,79467284358.0,42083555323.0,332232.0,0.0,45166734857.0,193447097760.0,3935488867.0,0.0,6946793714.0,385945005602.0,0.0,2353927329.0
2012,Kab,Lembata,21608374306.0,79352469669.0,12592374916.0,136201919775.0,2608148398.0,134544212548.0,80262302111.0,50308544225.0,355477.0,0.0,27166422935.0,230916000000.0,2421419639.0,0.0,8101754307.0,417697194715.0,0.0,3260576565.0
2004,Kota,Lhokseumawe,0.0,39455654194.0,992018467.0,61268860271.0,7634470625.0,91034255767.0,34904094077.0,11723233113.0,286422.0,0.0,39771448352.0,75068537753.0,0.0,0.0,0.0,189199734376.0,0.0,0.0
2005,Kota,Lhokseumawe,5025296581.0,47578234249.0,2382462697.0,58893471860.0,4779460096.0,110611833273.0,46075480760.0,10365725253.0,0.0,0.0,26650802726.0,82266536943.0,0.0,0.0,0.0,202571054678.0,0.0,0.0
2006,Kota,Lhokseumawe,8176302134.0,51412322115.0,3466368217.0,81358498482.0,7687523678.0,124751985236.0,66025946979.0,16592882500.0,347777.0,0.0,45802504510.0,106510539499.0,0.0,0.0,0.0,269751313103.0,0.0,0.0
2008,Kota,Lhokseumawe,8973453099.98,93322669003.0,4736913220.57,113892162707.34,11169257591.24,196101496711.04,70639945566.0,40219115663.99,0.0,4929503949.47,59316906285.0,197502225877.0,3994747912.96,0.0,2173729225.3,416422478301.0,0.0,0.0
2009,Kota,Lhokseumawe,10838201428.0,108224357961.0,4733977058.0,135825530840.0,11984659631.0,206662355208.0,75452493978.0,36150157173.0,520494.0,0.0,65294742143.0,227761938976.0,6296128220.0,0.0,8942734247.0,476733533058.0,0.0,0.0
2010,Kota,Lhokseumawe,6179119168.0,68308710479.0,2368539621.0,132971959737.0,11447776587.0,155078096077.0,54943627614.0,28879205737.0,536957.0,0.0,51350582350.0,227111772570.0,5151949882.0,0.0,7027402442.0,401714693013.0,0.0,0.0
2011,Kota,Lhokseumawe,8941044297.0,107284438920.0,3383811185.0,173092448252.0,12395065126.0,209273219606.0,71419647275.0,36774902932.0,630865.0,0.0,91530681051.0,251277976538.0,6090178550.0,0.0,5405690300.0,521512743784.0,0.0,0.0
2012,Kota,Lhokseumawe,21329527346.0,107183000000.0,5853171472.0,181757631312.0,15085429072.0,213330054314.0,87019844825.0,38525418288.0,977796.0,0.0,89367295092.0,289072000000.0,7045479542.0,0.0,9151213992.0,572642139917.0,0.0,532644259.0
2001,Kab,Limapuluh Kota,2707325108.0,16220264537.0,704130172.0,70574554943.0,71834500.0,21595260035.0,13698938096.0,5718555843.0,163609.0,2026949779.0,4650380550.0,90107210804.0,6184187828.0,112012250.0,60159613.0,124676793987.0,0.0,158497979.0
2002,Kab,Limapuluh Kota,4145225963.0,19770073621.0,1044155675.0,75909475006.0,704870400.0,32450496540.0,21732594953.0,7971440255.0,173736.0,2994131876.0,7680140238.0,97475244371.0,5193557150.0,133289250.0,263823014.0,146658053182.0,0.0,364246000.0
2003,Kab,Limapuluh Kota,8306586220.0,54594800994.0,3486322933.0,90245311828.0,191850000.0,57106502979.0,30178006481.0,10716801429.0,193439.0,0.0,12454033988.0,118055215037.0,0.0,0.0,348486115.0,215282056500.0,0.0,525557161.0
2004,Kab,Limapuluh Kota,9831462520.0,53467839154.0,2182081970.0,98509072961.0,0.0,60919187685.0,26079642147.0,11947551580.0,168771.0,0.0,14842845574.0,140399348098.0,0.0,0.0,697503403.0,234789674973.0,0.0,765212210.0
2005,Kab,Limapuluh Kota,8915468328.0,22180826527.0,2434298065.0,100515716988.0,0.0,70871320180.0,25597945840.0,13882179397.0,217808.0,0.0,27713221979.0,142855743273.0,0.0,0.0,553196104.0,218347737619.0,0.0,643459079.0
2006,Kab,Limapuluh Kota,18362268608.0,79270410422.0,3695921567.0,120604920143.0,0.0,92389884508.0,42848473689.0,23379038484.0,257412.0,0.0,19607990966.0,177290770181.0,0.0,0.0,1639262395.0,319017645258.0,0.0,920432657.0
2010,Kab,Limapuluh Kota,24742338332.0,73377975692.0,12189386237.0,276460100178.0,6707775666.0,112532720094.0,46268800955.0,44471454054.0,424752.0,847427500.0,39732830185.0,392539704941.0,5810715384.0,0.0,2993121101.0,551919311773.0,0.0,3395021788.0
2011,Kab,Limapuluh Kota,33228769858.0,103062699912.0,10036650266.0,349713966681.0,11932805968.0,125547173090.0,96807651192.0,51814264790.0,463182.0,1319959973.0,33404329712.0,440860066460.0,8057855919.0,0.0,3800117767.0,674134747276.0,0.0,4924208428.0
2012,Kab,Limapuluh Kota,46782640129.0,112621000000.0,13322886225.0,402501354787.0,5383747370.0,138788922767.0,107680000000.0,61205793506.0,578052.0,1296036365.0,35742127474.0,508971000000.0,9713047569.0,0.0,5107013170.0,765014127474.0,0.0,5066783380.0
2006,Kab,Lingga,0.0,96091912200.0,5585724607.0,64432976112.0,0.0,89132361007.0,63808226229.0,15760968486.0,255624.0,0.0,19804344023.0,61116062135.0,0.0,0.0,0.0,240820544587.0,0.0,1912144386.0
2010,Kab,Lingga,10044524711.0,150994989382.0,10045853583.0,103560541443.0,2104946795.0,192921846363.0,140980685277.0,38487508627.0,605537.0,0.0,41373525543.0,181711181479.0,6732625950.0,0.0,8112258022.0,515060381681.0,0.0,11301109484.0
2011,Kab,Lingga,17424136240.0,150419568083.0,21216149280.0,143583171045.0,3265823685.0,287576602650.0,196789275039.0,56101983529.0,734411.0,0.0,57870047021.0,229317237275.0,9719554986.0,0.0,2015335700.0,634396127418.0,0.0,18319465680.0
2012,Kab,Lingga,10711810628.0,155645000000.0,25480389743.0,145788639981.0,3792104483.0,232203496974.0,184384000000.0,64574241908.0,628263.0,0.0,64306800000.0,249482000000.0,10374839153.0,0.0,5657588080.0,653817800000.0,0.0,17743587427.0
2001,Kab,Lombok Barat,8712820746.0,26246368633.0,7157108396.0,91079868436.0,1193785815.0,52566536599.0,34190461087.0,11883291537.0,114631.0,4932367337.0,10784026378.0,128912021439.0,1771878276.0,475000000.0,1822449857.0,200132877538.0,0.0,2013928923.0
2002,Kab,Lombok Barat,12058290707.0,36588110725.0,17720935187.0,93250170321.0,930437790.0,70553212859.0,50881208484.0,14731092374.0,138313.0,7842615327.0,19857793125.0,136123158180.0,909731000.0,1125750000.0,2041061780.0,243450270515.0,0.0,3039816994.0
2003,Kab,Lombok Barat,16077537387.0,40994287156.0,7544142558.0,115215269233.0,0.0,104183119311.0,68429739611.0,27097927584.0,144210.0,22107987203.0,16693936323.0,176917486313.0,0.0,0.0,2398396411.0,303035449403.0,0.0,3657386821.0
2004,Kab,Lombok Barat,16838240762.0,41082877894.0,5928265868.0,126326327631.0,0.0,95246880948.0,57659549104.0,33560356858.0,139327.0,0.0,9605039412.0,193816561582.0,0.0,0.0,1833062869.0,302164027992.0,0.0,2465255040.0
2005,Kab,Lombok Barat,17462028187.0,37135796425.0,6330752892.0,128236399242.0,0.0,97897678363.0,70128263053.0,39875962077.0,180723.0,0.0,10418256298.0,194277887023.0,0.0,0.0,1859363512.0,311960202799.0,0.0,2596207816.0
2006,Kab,Lombok Barat,30312170612.0,60871507248.0,12393890890.0,170814055102.0,0.0,157988768927.0,142822892118.0,38967449835.0,206864.0,0.0,16724577310.0,241641922457.0,0.0,0.0,3508899615.0,462060899133.0,0.0,4282517316.0
2007,Kab,Lombok Barat,36844209386.0,100947433950.0,15446553095.0,198543229965.0,0.0,185257932051.0,98896168898.0,50532816769.0,228777.0,0.0,48485135919.0,305368375457.0,5922665118.0,0.0,3590285864.0,553697114224.0,0.0,5522227023.0
2008,Kab,Lombok Barat,39922427325.02,105658316998.0,16057014739.66,198464961549.7,0.0,261271868077.57,96230285499.0,67096919117.63,0.0,0.0,65947633918.0,385757708176.0,6847047197.22,0.0,3517140309.02,744262580073.0,0.0,6193352672.49
2009,Kab,Lombok Barat,30915480070.0,98767973632.0,6797605391.62,184904664413.28,7023694263.0,161673371810.77,53736256208.0,37656603686.03,315917.0,327410000.0,66051631260.0,349934673299.0,5509923803.82,0.0,3343117264.56,568490534399.0,0.0,2973895366.0
2010,Kab,Lombok Barat,0.0,106460071951.0,0.0,0.0,0.0,0.0,69671107887.0,0.0,376157.0,0.0,54293429954.0,419464798240.0,0.0,0.0,0.0,649889408032.0,0.0,0.0
2011,Kab,Lombok Barat,42583365891.0,176505302082.0,19021237971.0,304470334634.0,17413686022.0,246713841005.0,93803544692.0,79974156909.0,393562.0,0.0,107164485213.0,459783633564.0,10493491176.0,0.0,4046190001.0,837256965551.0,0.0,6015402530.0
2012,Kab,Lombok Barat,10890699222.0,151605000000.0,690651216446.0,70310804168.0,5952466183.0,44459135165.0,124156000000.0,18638367633.0,416522.0,1309646250.0,61321220723.0,528966000000.0,3102358229.0,0.0,1302651951.0,866048220723.0,0.0,2740269509.0
2001,Kab,Lombok Tengah,9942863605.0,32992303304.0,14549630071.0,111117367153.0,212500000.0,36477635211.0,32274428430.0,17438465602.0,118028.0,9690834132.0,8201986157.0,143439163598.0,1007545675.0,1618574800.0,1652699765.0,216907881489.0,0.0,1307929536.0
2002,Kab,Lombok Tengah,16727158175.0,49273371726.0,17200896674.0,122913969112.0,841600500.0,31815615099.0,41586765187.0,18692808708.0,142475.0,15220519051.0,7281096845.0,152342075177.0,1225817014.0,1409979425.0,2177201469.0,250483308936.0,0.0,1495117874.0
2003,Kab,Lombok Tengah,15222851395.0,39885662025.0,8429466633.0,139670036501.0,0.0,60256988275.0,40589510894.0,25435581655.0,153404.0,34084489379.0,23790023550.0,182338700682.0,0.0,0.0,1746238988.0,286603897151.0,0.0,0.0
2004,Kab,Lombok Tengah,14487596892.0,40217299999.0,6390729101.0,153552441866.0,300086221.0,71166483708.0,38944412650.0,25412957044.0,136323.0,36530278539.0,28578789299.0,205392593519.0,0.0,0.0,2320504855.0,313133095467.0,0.0,1431269346.0
2005,Kab,Lombok Tengah,15837993456.0,45449544442.0,6631812790.0,155492072567.0,262366800.0,79899862603.0,42284132127.0,27302671519.0,183310.0,40328314746.0,37867465266.0,205726910404.0,0.0,0.0,2219922239.0,331328052239.0,0.0,1766663090.0
2006,Kab,Lombok Tengah,27860863769.0,68666241888.0,11758239280.0,188540921983.0,0.0,120804609808.0,80314275156.0,37806719099.0,218869.0,41558658980.0,44505118574.0,244065358941.0,0.0,0.0,3687590887.0,437550994559.0,0.0,2740379977.0
2007,Kab,Lombok Tengah,32437895196.0,136598191231.0,13286377715.0,232250807904.0,3691852998.0,152230080061.0,60095127191.0,57511154925.0,236097.0,0.0,40662633490.0,328160740544.0,3226693260.0,0.0,4001165335.0,565516692456.0,0.0,3657830284.0
2008,Kab,Lombok Tengah,37981293030.41,141250759906.0,16002913047.78,288572401740.47,2969066305.8,189662996025.27,64130184770.0,68624963964.09,0.0,0.0,44972627793.0,426341909437.0,3170506215.1,0.0,3887687073.1,794285448491.0,0.0,3955760667.86
2009,Kab,Lombok Tengah,36810624250.91,219060382729.0,12612821011.26,279080011784.34,2283846673.5,184145448014.31,68301745078.0,68987846550.36,325633.0,0.0,68837216619.0,478815454326.0,10320975973.16,0.0,3679356114.58,835014798752.0,0.0,4926602860.68
2010,Kab,Lombok Tengah,0.0,83799085002.0,0.0,0.0,0.0,0.0,54082768248.0,0.0,373036.0,0.0,89418221294.0,540192387437.0,0.0,0.0,0.0,767492461981.0,0.0,0.0
2011,Kab,Lombok Tengah,43258518295.0,99402213447.0,12561599854.0,472692285542.0,2037238172.0,212735327235.0,78038162059.0,76085135855.0,420954.0,0.0,95962472365.0,599571124141.0,3171678369.0,0.0,10084268509.0,872973972012.0,0.0,3918617624.0
2012,Kab,Lombok Tengah,60662760956.0,171795000000.0,24897227538.0,509796600401.0,9189744262.0,194336007954.0,107896000000.0,115672270871.0,469493.0,12308329626.0,62494779665.0,667957000000.0,4015201420.0,0.0,3879498737.0,1010142779665.0,0.0,5356343647.0
2001,Kab,Lombok Timur,12393658592.0,49396688456.0,13837390509.0,134355158920.0,1566869800.0,43157179280.0,38642832186.0,21409163554.0,111221.0,9758501319.0,7514769737.0,172229455076.0,495839600.0,2092314250.0,2271442626.0,267783745454.0,0.0,690948550.0
2002,Kab,Lombok Timur,15921877656.0,50783303503.0,20473950533.0,139261215906.0,2435677485.0,49784467560.0,44706577184.0,21136456763.0,143960.0,12512748997.0,14877188056.0,178847357077.0,1161881925.0,2443950000.0,2107091804.0,289214425820.0,0.0,583981700.0
2003,Kab,Lombok Timur,18459631722.0,41098331009.0,6583573005.0,172918402206.0,0.0,101853067652.0,65249718402.0,29617994649.0,141573.0,0.0,39950468864.0,216326316018.0,0.0,0.0,2909126171.0,362624834293.0,0.0,0.0
2004,Kab,Lombok Timur,17090136140.0,30286819863.0,5237043821.0,187497623126.0,0.0,119972043739.0,61939698495.0,32422815302.0,146009.0,0.0,47525868933.0,246942502985.0,0.0,0.0,2793197739.0,386694890276.0,0.0,0.0
2005,Kab,Lombok Timur,14962380560.0,45245719357.0,2732487796.0,177885845115.0,0.0,134825966608.0,61833825690.0,36320049729.0,184232.0,0.0,37808542031.0,243512029192.0,0.0,0.0,2253098881.0,388400116270.0,0.0,0.0
2006,Kab,Lombok Timur,25161671867.0,88954993463.0,4815228346.0,212878230426.0,0.0,202832229839.0,105848199996.0,51532601837.0,220180.0,0.0,48567289811.0,297453064303.0,0.0,0.0,2784006228.0,540823547573.0,0.0,0.0
2007,Kab,Lombok Timur,29895161437.0,175221865516.0,4758461139.0,257082349427.0,0.0,264474613317.0,64619868531.0,63411570396.0,231770.0,0.0,49056223681.0,371730225656.0,1821523195.0,0.0,2527446626.0,660628183384.0,0.0,0.0
2008,Kab,Lombok Timur,32425099127.32,144557041373.0,6658927677.95,244683213100.14,16019578131.83,323901711581.05,71306038749.0,63104084730.56,0.0,544505846.03,63299892351.0,454406490931.0,4518211255.29,0.0,5134108129.21,859505325829.0,0.0,1026270940.03
2009,Kab,Lombok Timur,36280933016.0,177254073938.0,9192381908.0,366269985863.0,5678554606.0,244273859847.0,95668015860.0,80069796729.0,338801.0,229114000.0,49320163552.0,540178972790.0,6047384585.0,0.0,5071098891.0,862421226140.0,0.0,7748551458.0
2010,Kab,Lombok Timur,0.0,109837684594.0,0.0,0.0,0.0,0.0,109833013862.0,0.0,361816.0,0.0,63785951429.0,651581665381.0,0.0,0.0,0.0,935038315266.0,0.0,0.0
2011,Kab,Lombok Timur,47377284879.0,168795638973.0,6053748659.0,580854179174.0,9944914415.0,268877857978.0,178614796420.0,98811443916.0,364780.0,0.0,77516958518.0,693320501085.0,6155295913.0,0.0,15144206231.0,1118247894996.0,0.0,2921810799.0
2012,Kab,Lombok Timur,52936948579.0,185134000000.0,39006485582.0,591748639001.0,43788100798.0,258349250413.0,137486000000.0,116078048713.0,467129.0,5805063243.0,93363607744.0,793095000000.0,7572598495.0,0.0,15876092195.0,1209078607744.0,0.0,2943531652.0
2009,Kab,Lombok Utara,1056835000.0,23368141900.0,696851400.0,3499063550.0,336500000.0,176684422494.0,17705459457.0,3245126401.0,0.0,0.0,68270504357.0,84937223478.0,646600000.0,0.0,76320000.0,194281329192.0,0.0,483340000.0
2010,Kab,Lombok Utara,0.0,127141982739.0,0.0,0.0,0.0,0.0,45833868912.0,0.0,319559.0,0.0,30924195523.0,142857738272.0,0.0,0.0,0.0,346757785446.0,0.0,0.0
2011,Kab,Lombok Utara,21651589840.0,119176809940.0,4508201460.0,110353075295.0,2668595264.0,118825715903.0,70652305367.0,38348983032.0,328101.0,0.0,32233069722.0,156460823487.0,6212004870.0,0.0,0.0,378523008516.0,0.0,0.0
2012,Kab,Lombok Utara,24598484371.0,140153000000.0,6500020960.0,111220265431.0,4598258042.0,146628574171.0,71805205953.0,39760791156.0,363539.0,5477311825.0,34814928696.0,181829000000.0,9369832945.0,0.0,485227569.0,428602134649.0,0.0,2598813026.0
2002,Kota,Lubuklinggau,673632181.0,22186433148.0,3136566259.0,25153445564.0,0.0,58956057063.0,36507957874.0,4521496973.0,0.0,73611857.0,5705831143.0,42432417329.0,196000000.0,474200000.0,189951000.0,106832639494.0,0.0,266950000.0
2003,Kota,Lubuklinggau,2360451472.0,33844134601.0,2983602675.0,39481316494.0,376199000.0,61327932777.0,36194542714.0,8864287802.0,0.0,0.0,8094756950.0,61024974949.0,0.0,0.0,0.0,139158409215.0,0.0,642370945.0
2004,Kota,Lubuklinggau,3233798772.0,35941898579.0,5464707798.0,44505848065.0,1083577000.0,75933789785.0,41256939118.0,9990373876.0,165939.0,0.0,14042715700.0,73061544739.0,0.0,0.0,301108940.0,164303098136.0,0.0,399971985.0
2005,Kota,Lubuklinggau,5901494400.0,51456911900.0,5208893038.0,48921788630.0,1014146977.0,79309714220.0,49808007240.0,11348595836.0,235157.0,0.0,7438705372.0,79226023539.0,0.0,0.0,775286826.0,187929648051.0,0.0,769182665.0
2006,Kota,Lubuklinggau,9061802260.0,103147741971.0,13383290594.0,67842692746.0,54592066362.0,108004194044.0,82454052533.0,25224100560.0,328559.0,0.0,10162061128.0,88376370681.0,0.0,0.0,1282082825.0,284140226313.0,0.0,1587280729.0
2007,Kota,Lubuklinggau,7996938451.0,112259422372.0,15957025385.0,70879979580.0,5116262345.0,98430997352.0,52852697491.0,19843961393.0,321947.0,0.0,13535171965.0,119342754443.0,4162777782.0,0.0,3686517397.0,297990046271.0,0.0,1057807299.0
2008,Kota,Lubuklinggau,12594636525.27,185455515038.0,15987964845.96,96392712931.08,9163430035.54,137749891191.57,78888810711.0,36091277191.81,0.0,0.0,17731331750.0,156640628248.0,8834221594.48,0.0,2545434586.55,559200793802.0,0.0,1478335508.74
2009,Kota,Lubuklinggau,19316390697.0,252745870212.0,19613603001.0,132434814760.45,12834470860.0,121255275418.95,99547150388.0,44308430907.0,484154.0,0.0,13263449600.0,181347423771.0,10813140870.0,0.0,3978129942.0,546903893971.0,0.0,3944839051.0
2010,Kota,Lubuklinggau,15783845819.0,142818339785.0,16707133237.0,144858580187.0,9392488061.0,134384068391.0,115397343442.0,41220717285.0,604682.0,0.0,13137556100.0,215788759359.0,6350251858.0,0.0,3985933317.0,487141998686.0,0.0,5557111138.0
2011,Kota,Lubuklinggau,13130212223.0,177574125583.0,28312815780.0,190462181478.0,13333966048.0,152021531390.0,135104291562.0,46581208733.0,604432.0,0.0,13040894205.0,259841059985.0,6879380095.0,0.0,3208863686.0,585560371334.0,0.0,4600324896.0
2012,Kota,Lubuklinggau,18187436175.0,162347000000.0,17971369936.0,207466805637.0,14134621320.0,186870773224.0,152998000000.0,55888730191.0,612914.0,0.0,24146248993.0,293103751007.0,11415966716.0,0.0,3625602371.0,632595000000.0,0.0,4148192082.0
2001,Kab,Lumajang,3419120239.0,32566440294.0,3511209119.0,7152689300.0,888637100.0,192784502095.0,32376285254.0,8584104679.0,98894.0,14063011656.0,32074641045.0,156936363661.0,459965000.0,0.0,0.0,253953730253.0,0.0,1198952650.0
2002,Kab,Lumajang,6431384746.0,49177766171.0,5361575129.0,11320558481.0,225000000.0,204391706856.0,46723237949.0,15439543956.0,131628.0,25980019527.0,34603344985.0,164647026803.0,713630500.0,0.0,514000000.0,295151375909.0,0.0,878841000.0
2003,Kab,Lumajang,5540992024.0,39100280597.0,12085886500.0,12400008551.0,678800100.0,258169796124.0,54465075577.0,16931955663.0,144379.0,3615842273.0,55997732983.0,193408988960.0,397652000.0,0.0,2263250000.0,342972078117.0,0.0,601828000.0
2004,Kab,Lumajang,2626851219.0,33171709476.0,689313776.0,18688151011.0,2465710620.0,278961513990.0,48837119095.0,16554026355.0,139789.0,26623778244.0,54867580201.0,210559355131.0,0.0,0.0,0.0,347435763903.0,0.0,363326516.0
2005,Kab,Lumajang,5382631875.0,50227720200.0,1068725940.0,20572309835.0,2452543278.0,254802610524.0,54901720990.0,23866824718.0,163784.0,0.0,52380928260.0,210941933143.0,0.0,0.0,22017802026.0,368452302593.0,0.0,0.0
2006,Kab,Lumajang,18286302487.0,127674235718.0,6858510082.0,180336908445.0,8390548784.0,144685575202.0,92828817365.0,56160234763.0,185943.0,0.0,48911905645.0,251981378562.0,0.0,0.0,5815616797.0,521396337290.0,0.0,0.0
2010,Kab,Lumajang,0.0,75963695789.0,0.0,0.0,0.0,0.0,107667911467.0,0.0,297642.0,0.0,117837901351.0,545089014266.0,0.0,0.0,0.0,846558522874.0,0.0,0.0
2011,Kab,Lumajang,39423267283.0,112577575574.0,18238991851.0,544505358682.0,27778094551.0,263644622845.0,160675515391.0,125603547006.0,371310.0,310850800.0,121009822129.0,600768253893.0,9055651421.0,0.0,4121033966.0,995031166987.0,0.0,4286712198.0
2012,Kab,Lumajang,35655798870.0,136316000000.0,17355892261.0,524953113969.0,24939829479.0,255513736876.0,146587000000.0,118631212531.0,376300.0,265690963.0,138154000000.0,679453000000.0,8963133812.0,0.0,3923984901.0,1100510000000.0,0.0,4659275949.0
2004,Kab,Luwu Timur,3121526033.0,34417174415.0,1722759255.0,32882997663.0,0.0,31053088112.0,16818243858.0,6730807083.0,0.0,0.0,3988903550.0,40361888653.0,0.0,0.0,0.0,95586210476.0,0.0,0.0
2005,Kab,Luwu Timur,3536502929.0,79280217518.0,5070021458.0,50005666534.0,0.0,70636069835.0,29162292407.0,13611297804.0,213717.0,0.0,15095045310.0,51641986638.0,0.0,0.0,0.0,175179541873.0,0.0,0.0
2006,Kab,Luwu Timur,9292698213.0,144537349521.0,3743896312.0,57457686352.0,0.0,104941098706.0,45305781339.0,17781179827.0,278810.0,0.0,12059061691.0,70079906278.0,0.0,0.0,3980127700.0,271982098829.0,0.0,0.0
2007,Kab,Luwu Timur,15940679453.0,171256177425.0,6460513093.0,100161722649.0,0.0,98594983361.0,46186538032.0,32397269906.0,308964.0,0.0,17758575089.0,108322347908.0,2720630352.0,0.0,0.0,343523638454.0,0.0,0.0
2008,Kab,Luwu Timur,23665159541.57,325612662573.0,6290904859.38,147207891519.69,4777481099.22,140376310306.99,64395147294.0,67281299402.27,0.0,3009094160.24,37353119932.0,136344327928.0,4374640320.97,0.0,602842667.01,920383729076.0,0.0,2351672493.41
2009,Kab,Luwu Timur,34321935196.0,732776512134.0,33046594659.0,179194510989.0,5595120140.0,153680374023.0,79285539723.0,102953237464.0,462990.0,389212000.0,54633213873.0,188626769906.0,6095424946.0,0.0,3669887495.0,1055322035636.0,0.0,3838255733.0
2010,Kab,Luwu Timur,0.0,167867222694.0,0.0,0.0,0.0,0.0,81672213636.0,0.0,485013.0,0.0,47417291145.0,219057291965.0,0.0,0.0,0.0,516014019440.0,0.0,0.0
2011,Kab,Luwu Timur,41718180321.0,167534642579.0,17235873262.0,178800392808.0,19585121988.0,140084514558.0,122247082656.0,90986899694.0,672891.0,0.0,34230664573.0,255543364864.0,4202356177.0,0.0,1053866680.0,579555754672.0,0.0,0.0
2012,Kab,Luwu Timur,47007375329.0,228946000000.0,19836162143.0,197663355478.0,45442905844.0,147058803240.0,125470000000.0,102924659811.0,719808.0,0.0,37092019166.0,284757000000.0,5191998309.0,0.0,1719105860.0,676265019166.0,0.0,0.0
2001,Kab,Luwu Utara,7716489387.0,37194211942.0,2974353633.0,61548219552.0,10000000.0,59437269791.0,41754911767.0,13731676575.0,114215.0,9239279800.0,20733017082.0,76203785824.0,100000000.0,75000000.0,1469472898.0,175885926616.0,0.0,48500000.0
2002,Kab,Luwu Utara,8945854017.0,42536916154.0,3715687461.0,58264032114.0,662739000.0,68779944578.0,60709621027.0,17857392297.0,129000.0,7890829806.0,18368792911.0,84800809887.0,326412778.0,0.0,874913634.0,206416139979.0,0.0,11180773260.0
2003,Kab,Luwu Utara,14816333639.0,80738119334.0,5733283806.0,86652012125.0,0.0,81821554270.0,68271704514.0,25734219275.0,173451.0,52900064873.0,20536321019.0,100319608028.0,0.0,0.0,1287111917.0,269865752895.0,0.0,0.0
2004,Kab,Luwu Utara,0.0,29061409555.0,0.0,0.0,0.0,166051883490.0,41703120497.0,0.0,173249.0,0.0,15398819448.0,79888533990.0,0.0,0.0,0.0,166051883490.0,0.0,0.0
2005,Kab,Luwu Utara,9290497126.0,31562242639.0,7637354221.0,56476056200.0,0.0,71888818732.0,48364362335.0,20244707749.0,180894.0,0.0,23295103324.0,85684279831.0,0.0,0.0,1577400001.0,188905988129.0,0.0,0.0
